,Log_GDP_per_capita,Social_support,Healthy_life_expectancy,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,year,Ladder_score,Country_name,RI_Central and Eastern Europe,RI_Commonwealth of Independent States,RI_East Asia,RI_Latin America and Caribbean,RI_Middle East and North Africa,RI_North America and ANZ,RI_South Asia,RI_Southeast Asia,RI_Sub-Saharan Africa,RI_Western Europe
472,9.217,0.812,66.3,0.757,-0.06,0.881,2010,5.613,117,0,0,0,1,0,0,0,0,0,0
473,7.917,0.76,56.1,0.777,-0.077,0.851,2010,4.372,126,0,0,0,0,0,0,0,0,1,0
474,8.076,0.855,54.0,0.648,-0.04,0.737,2010,4.435,139,0,0,0,0,0,0,0,0,1,0
475,10.717,0.954,72.2,0.934,0.23,0.413,2010,7.65,25,0,0,0,0,0,1,0,0,0,0
476,7.967634955752213,0.829,52.980488017429195,0.82,-0.006980044345898005,0.471,2010,4.657,133,0,0,0,0,0,0,0,0,1,0
477,10.861,0.914,71.4,0.896,0.131,0.546,2010,7.303,7,0,0,0,0,0,0,0,0,0,1
478,8.349,0.605,57.4,0.783,0.058,0.863,2010,4.989,63,0,0,0,0,0,0,1,0,0,0
479,9.119,0.814,66.1,0.738,0.259,0.769,2010,3.977,138,0,0,0,0,0,0,1,0,0,0
480,10.529,0.95,72.9,0.796,-0.138,0.84,2010,6.188,137,0,0,0,0,0,0,0,0,0,1
481,8.504,0.824,46.2,0.565,0.067,0.911,2010,4.76,108,0,0,0,0,0,0,0,0,1,0
482,10.879,0.973,71.5,0.856,0.348,0.618,2010,7.257,67,0,0,0,0,0,0,0,0,0,1
483,10.419,0.917,69.2,0.896,0.029,0.845,2010,6.083,131,1,0,0,0,0,0,0,0,0,0
484,10.361,0.908,71.6,0.802,0.287,0.5650104895104895,2010,5.774,92,0,0,0,0,0,0,0,0,0,1
485,9.569,0.687,63.4,0.501,-0.123,0.858,2010,4.219,8,0,1,0,0,0,0,0,0,0,0
486,9.969,0.928,68.3,0.755,-0.009,0.88,2010,7.321,115,0,0,0,1,0,0,0,0,0,0
487,8.47,0.857,54.5,0.669,0.055,0.727,2010,4.772,93,0,0,0,0,0,0,0,0,1,0
488,10.654,0.943,72.2,0.85,-0.104,0.623,2010,6.798,48,0,0,0,0,0,0,0,0,0,1
489,10.734,0.935,70.4,0.916,0.091,0.413,2010,7.393,47,0,0,0,0,0,0,0,0,0,1
490,7.723,0.759,62.4,0.784,0.062,0.679,2010,4.381,146,0,1,0,0,0,0,0,0,0,0
491,9.556,0.866,52.9,0.826,-0.143,0.814,2010,3.553,18,0,0,0,0,0,0,0,0,1,0
492,10.79,0.97,71.9,0.905,0.141,0.253,2010,7.496,142,0,0,0,0,0,0,0,0,0,1
493,10.706,0.877,66.3,0.862,-0.001,0.715,2010,5.937,9,0,0,0,0,1,0,0,0,0,0
494,8.436,0.863,65.5,0.792,0.018,0.802,2010,5.687,106,0,0,0,1,0,0,0,0,0,0
495,7.254,0.812,43.9,0.726,0.012,0.91,2010,4.134,128,0,0,0,0,0,0,0,0,1,0
496,10.691,0.831,69.6,0.677,0.005,0.821,2010,6.229,145,0,0,1,0,0,0,0,0,0,0
497,8.383,0.822,62.25,0.504,-0.117,0.752,2010,4.703,114,0,0,0,0,1,0,0,0,0,0
498,8.729,0.934,64.1,0.647,0.008,0.743,2010,4.465,144,0,0,0,0,1,0,0,0,0,0
499,7.642,0.751,48.4,0.749,-0.028,0.811,2010,3.762,91,0,0,0,0,0,0,0,0,1,0
500,10.461,0.882,72.4,0.561,0.15,0.902,2010,7.359,68,0,0,0,0,1,0,0,0,0,0
501,10.066,0.927,67.3,0.73,-0.126,0.855,2010,6.441,4,0,0,0,1,0,0,0,0,0,0
502,9.93,0.839,65.6,0.769,0.032,0.844,2010,5.58,89,0,0,0,0,0,0,0,1,0,0
503,7.528,0.83,50.4,0.801,-0.015,0.855,2010,4.193,154,0,0,0,0,0,0,0,0,1,0
504,10.722,0.955,72.2,0.932,0.317,0.366,2010,7.45,6,0,0,0,0,0,1,0,0,0,0
505,8.445,0.903,63.2,0.7078114285714286,-0.03,0.519,2010,5.095,160,0,1,0,0,0,0,0,0,0,0
506,7.647,0.539,51.6,0.6,0.121,0.707,2010,4.758,0,0,0,0,0,0,0,1,0,0,0
507,10.169,0.92,66.8,0.636,-0.101,0.907,2010,6.052,130,1,0,0,0,0,0,0,0,0,0
508,11.267,0.864,74.8,0.846,-0.018,0.06,2010,6.531,129,0,0,0,0,0,0,0,1,0,0
509,9.092,0.768,67.6,0.805,-0.133,0.7178356164383561,2010,4.653,29,0,0,1,0,0,0,0,0,0,0
510,10.693,0.88,64.4,0.678,-0.033,0.762412429378531,2010,6.307,125,0,0,0,0,1,0,0,0,0,0
511,10.433,0.868,71.5,0.484,-0.303,0.954,2010,5.84,54,0,0,0,0,0,0,0,0,0,1
512,10.106,0.896,65.6,0.514,-0.145,0.983,2010,4.725,61,1,0,0,0,0,0,0,0,0,0
513,9.758,0.918,62.3,0.7,-0.163,0.706,2010,5.526,11,0,1,0,0,0,0,0,0,0,0
514,9.717,0.932,65.7,0.768,-0.155,0.754,2010,7.478,161,0,0,0,1,0,0,0,0,0,0
515,10.551,0.822,72.4,0.755,0.073,0.833,2010,6.387,37,0,0,0,0,0,0,0,0,0,1
516,10.982,0.893,64.6,0.703,-0.031,0.486,2010,6.798,77,0,0,0,0,1,0,0,0,0,0
517,7.384,0.554,32.3,0.373,0.216,0.848,2010,3.766,58,0,0,0,1,0,0,0,0,0,0
518,7.765,0.779,59.2,0.519,0.092,0.911,2010,4.35,103,0,0,0,0,0,0,1,0,0,0
519,9.303,0.733,66.4,0.569,-0.172,0.726,2010,5.269,1,1,0,0,0,0,0,0,0,0,0
520,8.329,0.885,61.1,0.72,-0.072,0.926,2010,4.996,78,0,1,0,0,0,0,0,0,0,0
521,10.905,0.926,68.7,0.828,0.244,0.69,2010,7.164,158,0,0,0,0,0,1,0,0,0,0
522,11.52,0.7875344827586207,66.7,0.6810393013100436,0.104,0.762412429378531,2010,6.85,121,0,0,0,0,1,0,0,0,0,0
523,8.686,0.805,60.6,0.893,0.033,0.812,2010,4.942,118,0,0,0,0,0,0,0,1,0,0
524,10.368,0.864,70.8,0.721,-0.106,0.948,2010,5.095,120,0,0,0,0,0,0,0,0,0,1
525,8.535,0.787,66.5,0.831,-0.006,0.743,2010,5.296,162,0,0,0,0,0,0,0,1,0,0
526,10.085,0.955,67.3,0.795,0.002,0.905,2010,5.887,119,1,0,0,0,0,0,0,0,0,0
527,10.847,0.857,69.4121343283582,0.89,0.332,0.256,2010,5.643,60,0,0,1,0,0,0,0,0,0,0
528,9.94,0.904,60.2,0.785,-0.215,0.823,2010,5.514,74,0,1,0,0,0,0,0,0,0,0
529,9.782,0.893,68.0,0.832,-0.158,0.471,2010,6.062,159,0,0,0,1,0,0,0,0,0,0
530,7.729,0.857,46.7,0.665,-0.093,0.828,2010,4.682,165,0,0,0,0,0,0,0,0,1,0
531,7.453,0.773,49.7,0.587,-0.036,0.767,2010,4.036,21,0,0,0,0,0,0,0,0,1,0
532,9.496,0.687,64.502,0.513,-0.058,0.856,2010,4.18,110,1,0,0,0,0,0,0,0,0,0
533,9.788,0.876,66.5,0.778,-0.048,0.693,2010,6.802,95,0,0,0,1,0,0,0,0,0,0
534,9.931,0.857,68.9,0.786,0.108,0.702,2010,6.636,28,0,0,0,1,0,0,0,0,0,0
535,9.675,0.915,69.7,0.881,0.047,0.763,2010,7.271,34,0,0,0,1,0,0,0,0,0,0
536,10.52,0.976,72.0,0.918,0.254,0.321,2010,7.224,105,0,0,0,0,0,1,0,0,0,0
537,8.746,0.7875344827586207,63.5,0.663,-0.162,0.9,2010,4.383,99,0,0,0,0,1,0,0,0,0,0
538,8.901,0.859,62.1,0.696,0.166,0.795,2010,6.29,55,0,0,0,1,0,0,0,0,0,0
539,9.317,0.918,64.7,0.788,-0.046,0.762412429378531,2010,5.57,73,0,0,0,0,1,0,0,0,0,0
540,8.453,0.727,54.3,0.659,-0.104,0.853,2010,4.35,163,0,0,0,0,1,0,0,0,0,0
541,7.907,0.697,58.5,0.94,0.35,0.896,2010,4.141,23,0,0,0,0,0,0,0,1,0,0
542,9.033,0.708,67.22597368421053,0.451,0.17,0.967,2010,5.177,76,1,0,0,0,0,0,0,0,0,0
543,10.091,0.796,67.9,0.564,-0.237,0.973,2010,5.596,35,1,0,0,0,0,0,0,0,0,0
544,10.532,0.902,73.8,0.772,-0.14,0.77,2010,6.057,72,0,0,1,0,0,0,0,0,0,0
545,9.43,0.917,50.5,0.739,-0.202,0.791,2010,4.652,134,0,0,0,0,0,0,0,0,1,0
546,10.839,0.975,70.4,0.944,0.242,0.175,2010,7.771,39,0,0,0,0,0,0,0,0,0,1
547,9.724,0.805,67.1,0.552,-0.206,0.757,2010,5.455,98,1,0,0,0,0,0,0,0,0,0
548,7.965,0.721,54.7,0.529,0.005,0.741,2010,3.812,31,0,0,0,0,0,0,0,0,1,0
549,7.812,0.7113290043290044,54.3,0.764,-0.058,0.597,2010,5.006,40,0,0,0,0,0,0,0,0,1,0
550,10.087,0.909,61.0,0.613,-0.296,0.937,2010,5.385,123,0,1,0,0,0,0,0,0,0,0
551,8.111,0.805,55.5,0.635,0.019,0.918,2010,4.256,75,0,0,0,0,0,0,0,0,1,0
552,10.914,0.912,66.4,0.878,0.057,0.355,2010,7.097,156,0,0,0,0,1,0,0,0,0,0
553,9.312,0.773,66.7,0.365,-0.128,0.933,2010,4.669,17,1,0,0,0,0,0,0,0,0,0
554,9.915,0.689,65.2,0.566,-0.085,0.974,2010,4.909,122,1,0,0,0,0,0,0,0,0,0
555,10.419,0.934,68.1,0.779,-0.042,0.926,2010,6.25,38,1,0,0,0,0,0,0,0,0,0
556,7.967,0.549,60.7,0.659,-0.016,0.774,2010,4.858,10,0,0,0,0,0,0,1,0,0,0
557,9.287,0.7875344827586207,64.5,0.593,-0.205,0.618,2010,5.464,2,0,0,0,0,1,0,0,0,0,0
558,10.649,0.955,71.3,0.841,0.403,0.587,2010,7.029,157,0,0,0,0,0,0,0,0,0,1
559,7.091,0.483,42.7,0.69,-0.036,0.845,2010,3.568,26,0,0,0,0,0,0,0,0,1,0
560,9.456,0.86,63.8,0.824,-0.075,0.78,2010,4.735,41,0,0,0,1,0,0,0,0,0,0
561,9.878,0.721,65.2,0.678,0.073,0.949,2010,5.032,81,0,0,0,0,1,0,0,0,0,0
562,8.225,0.739,54.1,0.891,0.074,0.875,2010,4.606,53,0,0,0,0,0,0,0,0,1,0
563,9.022,0.816,60.4,0.7,0.448,0.954,2010,5.457,64,0,0,0,0,0,0,0,1,0,0
564,10.864,0.957,71.4,0.921,0.349,0.399,2010,7.502,104,0,0,0,0,0,0,0,0,0,1
565,9.374,0.884,62.2,0.484,-0.189,0.954,2010,5.058,155,0,1,0,0,0,0,0,0,0,0
566,9.278,0.869,64.62,0.666,0.191,0.756,2011,5.677,116,0,0,0,1,0,0,0,0,0,0
567,10.875,0.938,71.52,0.925,0.336,0.359,2011,7.564,104,0,0,0,0,0,0,0,0,0,1
568,10.133,0.905,67.46,0.868,-0.067,0.908,2011,5.646,119,1,0,0,0,0,0,0,0,0,0
569,9.755,0.818,67.26,0.546,-0.226,0.762,2011,5.223,98,1,0,0,0,0,0,0,0,0,0
570,7.797,0.741,59.4,0.525,-0.01,0.935,2011,3.809,103,0,0,0,0,0,0,1,0,0,0
571,10.426,0.931,69.4,0.907,-0.025,0.893,2011,6.036,131,1,0,0,0,0,0,0,0,0,0
572,9.54,0.725,63.64,0.537,-0.105,0.795,2011,4.68,8,0,1,0,0,0,0,0,0,0,0
573,8.831,0.817,61.34,0.782,-0.039,0.825,2011,5.779,16,0,0,0,1,0,0,0,0,0,0
574,9.767,0.8,64.7,0.848,0.191,0.847,2011,5.477,94,0,0,0,0,0,0,0,0,1,0
575,8.923,0.768,62.46,0.763,0.009,0.863,2011,5.743,55,0,0,0,1,0,0,0,0,0,0
576,7.369,0.57,56.82,0.829,-0.039,0.161,2011,4.097,124,0,0,0,0,0,0,0,0,1,0
577,8.387,0.553,57.7,0.838,-0.038,0.908,2011,4.635,63,0,0,0,0,0,0,1,0,0,0
578,8.018,0.606,61.12,0.838,-0.069,0.757,2011,4.986,10,0,0,0,0,0,0,1,0,0,0
579,9.81,0.824,66.68,0.831,-0.099,0.698,2011,6.91,95,0,0,0,1,0,0,0,0,0,0
580,7.967634955752213,0.788,52.980488017429195,0.858,-0.006980044345898005,0.357,2011,4.931,133,0,0,0,0,0,0,0,0,1,0
581,10.696,0.908,66.58,0.87,-0.051,0.583,2011,4.824,9,0,0,0,0,1,0,0,0,0,0
582,10.758,0.83,64.6,0.603,-0.142,0.762412429378531,2011,6.7,125,0,0,0,0,1,0,0,0,0,0
583,8.332,0.724,54.48,0.852,0.011,0.79,2011,5.608,53,0,0,0,0,0,0,0,0,1,0
584,10.196,0.917,67.04,0.727,0.01,0.907,2011,5.945,130,1,0,0,0,0,0,0,0,0,0
585,11.307,0.904,75.02,0.822,-0.149,0.099,2011,6.561,129,0,0,0,0,0,0,0,1,0,0
586,9.94,0.753,65.42,0.65,-0.14,0.964,2011,5.023,122,1,0,0,0,0,0,0,0,0,0
587,9.547,0.582,64.14,0.798,0.2,0.665,2011,4.768,65,0,0,0,0,1,0,0,0,0,0
588,9.061,0.948,60.5,0.7,0.151,0.931,2011,5.031,97,0,0,1,0,0,0,0,0,0,0
589,9.263,0.503,64.86,0.632,-0.255,0.353,2011,4.203,51,0,1,0,0,0,0,0,0,0,0
590,10.339,0.852,71.56,0.528,-0.316,0.941,2011,5.372,54,0,0,0,0,0,0,0,0,0,1
591,10.738,0.922,72.36,0.951,0.253,0.433,2011,7.426,25,0,0,0,0,0,1,0,0,0,0
592,9.98,0.819,69.04,0.701,0.112,0.753,2011,6.526,28,0,0,0,1,0,0,0,0,0,0
593,7.567,0.598,50.22,0.797,0.041,0.743,2011,4.045,56,0,0,0,0,0,0,0,0,1,0
594,7.292,0.782,44.32,0.77,0.005,0.855,2011,4.502,128,0,0,0,0,0,0,0,0,1,0
595,8.783,0.833,63.8,0.579,-0.218,0.875,2011,5.085,99,0,0,0,0,1,0,0,0,0,0
596,9.333,0.725,66.74,0.333,-0.035,0.925,2011,4.995,17,1,0,0,0,0,0,0,0,0,0
597,9.608,0.653,55.48,0.772,-0.211,0.851,2011,4.255,49,0,0,0,0,0,0,0,0,1,0
598,9.152,0.751,59.36,0.347,-0.07,0.78,2011,4.725,66,0,0,0,0,1,0,0,0,0,0
599,10.813,0.947,70.98,0.906,0.033,0.677,2011,6.621,52,0,0,0,0,0,0,0,0,0,1
600,10.029,0.836,64.86,0.564,-0.002,0.934,2011,4.967,80,1,0,0,0,0,0,0,0,0,0
601,10.848,0.962,70.62,0.935,0.298,0.22,2011,7.788,39,0,0,0,0,0,0,0,0,0,1
602,7.425,0.819,45.42,0.54,0.031,0.876,2011,4.393,27,0,0,0,0,0,0,0,0,1,0
603,7.904,0.602,56.56,0.641,-0.16,0.87,2011,3.834,126,0,0,0,0,0,0,0,0,1,0
604,10.129,0.883,61.42,0.626,-0.279,0.935,2011,5.389,123,0,1,0,0,0,0,0,0,0,0
605,10.353,0.856,71.0,0.875,-0.173,0.962,2011,5.22,120,0,0,0,0,0,0,0,0,0,1
606,10.059,0.876,68.5,0.829,0.009,0.84,2011,7.248,115,0,0,0,1,0,0,0,0,0,0
607,9.607,0.773,66.36,0.44,-0.185,0.977,2011,4.815,127,1,0,0,0,0,0,0,0,0,0
608,9.812,0.91,62.88,0.656,-0.168,0.672,2011,5.225,11,0,1,0,0,0,0,0,0,0,0
609,6.979,0.818,48.32,0.639,-0.024,0.719,2011,4.971,100,0,0,0,0,0,0,0,0,1,0
610,9.27,0.756,66.48,0.773,-0.123,0.824,2011,5.892,117,0,0,0,1,0,0,0,0,0,0
611,10.657,0.949,71.38,0.9,0.336,0.438,2011,6.869,157,0,0,0,0,0,0,0,0,0,1
612,10.913,0.922,68.68,0.863,0.161,0.697,2011,7.115,158,0,0,0,0,0,1,0,0,0,0
613,10.435,0.914,68.24,0.787,-0.106,0.95,2011,6.331,38,1,0,0,0,0,0,0,0,0,0
614,10.671,0.921,72.4,0.903,-0.102,0.627,2011,6.959,48,0,0,0,0,0,0,0,0,0,1
615,10.489,0.893,72.46,0.722,0.141,0.891,2011,7.433,68,0,0,0,0,1,0,0,0,0,0
616,9.069,0.825,60.62,0.878,0.438,0.962,2011,5.173,64,0,0,0,0,0,0,0,1,0,0
617,10.935,0.881,66.42,0.889,0.071,0.762412429378531,2011,7.119,156,0,0,0,0,1,0,0,0,0,0
618,11.553,0.857,67.02,0.905,0.012,0.762412429378531,2011,6.592,121,0,0,0,0,1,0,0,0,0,0
619,9.297,0.81,64.66,0.53,-0.181,0.638,2011,5.317,2,0,0,0,0,1,0,0,0,0,0
620,8.548,0.691,56.3,0.882,0.459,0.587,2011,4.704,79,0,0,0,0,0,0,0,1,0,0
621,7.487,0.71,50.24,0.725,-0.105,0.707,2011,4.785,21,0,0,0,0,0,0,0,0,1,0
622,9.518,0.784,64.661,0.607,-0.087,0.865,2011,4.898,110,1,0,0,0,0,0,0,0,0,0
623,10.382,0.7875344827586207,65.5,0.916,0.025,0.762412429378531,2011,6.853,112,0,0,0,0,1,0,0,0,0,0
624,8.048,0.738,48.7,0.817,-0.029,0.87,2011,4.434,24,0,0,0,0,0,0,0,0,1,0
625,9.164,0.855,66.22,0.796,-0.064,0.909,2011,5.374,71,0,0,0,1,0,0,0,0,0,0
626,8.946,0.723,52.5,0.584,0.055,0.911,2011,5.589,3,0,0,0,0,0,0,0,0,1,0
627,10.127,0.894,65.76,0.631,-0.089,0.94,2011,4.918,61,1,0,0,0,0,0,0,0,0,0
628,7.88,0.633,54.7,0.746,-0.057,0.519,2011,4.369,40,0,0,0,0,0,0,0,0,1,0
629,7.981,0.722,55.02,0.5,-0.075,0.732,2011,3.838,31,0,0,0,0,0,0,0,0,1,0
630,9.475,0.872,64.02,0.848,0.014,0.788,2011,5.397,41,0,0,0,1,0,0,0,0,0,0
631,9.431,0.859,62.5,0.579,-0.228,0.933,2011,5.083,155,0,1,0,0,0,0,0,0,0,0
632,8.276,0.51,56.42,0.376,0.03,0.857,2011,5.267,113,0,0,0,0,0,0,1,0,0,0
633,8.374,0.891,61.52,0.748,-0.155,0.932,2011,4.921,78,0,1,0,0,0,0,0,0,0,0
634,9.111,0.869,61.62,0.628,-0.082,0.957,2011,5.792,96,0,1,0,0,0,0,0,0,0,0
635,10.532,0.917,73.98,0.814,-0.052,0.734,2011,6.263,72,0,0,1,0,0,0,0,0,0,0
636,9.705,0.892,69.9,0.926,-0.033,0.837,2011,7.229,34,0,0,0,1,0,0,0,0,0,0
637,10.53,0.844,72.54,0.745,0.18,0.841,2011,6.69,37,0,0,0,0,0,0,0,0,0,1
638,9.83,0.891,68.14,0.851,-0.08,0.556,2011,6.554,159,0,0,0,1,0,0,0,0,0,0
639,6.925,0.818,49.92,0.78,-0.055,0.549,2011,4.556,107,0,0,0,0,0,0,0,0,1,0
640,10.887,0.944,71.54,0.939,0.132,0.703,2011,7.471,7,0,0,0,0,0,0,0,0,0,1
641,7.62,0.521,51.92,0.496,0.162,0.731,2011,3.832,0,0,0,0,0,0,0,1,0,0,0
642,8.071,0.864,50.84,0.663,0.003,0.882,2011,4.999,164,0,0,0,0,0,0,0,0,1,0
643,8.143,0.846,56.06,0.709,0.022,0.923,2011,4.405,75,0,0,0,0,0,0,0,0,1,0
644,6.797,0.744,50.34,0.631,-0.025,0.856,2011,4.517,33,0,0,0,0,0,0,0,0,1,0
645,8.336,0.663,54.3,0.638,-0.173,0.754,2011,3.746,163,0,0,0,0,1,0,0,0,0,0
646,9.997,0.905,60.72,0.878,-0.235,0.802,2011,5.736,74,0,1,0,0,0,0,0,0,0,0
647,8.18,0.637,54.58,0.745,-0.109,0.833,2011,4.51,32,0,0,0,0,0,0,0,0,1,0
648,6.748,0.422,50.68,0.49,-0.062,0.677,2011,3.706,22,0,0,0,0,0,0,0,0,1,0
649,8.585,0.898,66.66,0.818,0.105,0.742,2011,5.767,162,0,0,0,0,0,0,0,1,0,0
650,9.067,0.759,67.22597368421053,0.589,0.004,0.919,2011,4.86,76,1,0,0,0,0,0,0,0,0,0
651,9.331,0.759,66.68,0.487,-0.205,0.877,2011,5.867,1,1,0,0,0,0,0,0,0,0,0
652,10.887,0.846,69.4121343283582,0.894,0.235,0.245,2011,5.474,60,0,0,1,0,0,0,0,0,0,0
653,9.822,0.931,65.74,0.766,-0.226,0.772,2011,6.58,161,0,0,0,1,0,0,0,0,0,0
654,10.091,0.79,68.0,0.517,-0.198,0.977,2011,5.385,35,1,0,0,0,0,0,0,0,0,0
655,7.96,0.716,58.88,0.927,0.418,0.775,2011,4.161,23,0,0,0,0,0,0,0,1,0,0
656,9.289,0.878,65.0,0.76,-0.143,0.762412429378531,2011,5.539,73,0,0,0,0,1,0,0,0,0,0
657,7.125,0.387,43.08,0.78,-0.016,0.834,2011,3.678,26,0,0,0,0,0,0,0,0,1,0
658,11.017,0.882,64.9,0.769,-0.05499528301886793,0.56,2011,6.378,77,0,0,0,0,1,0,0,0,0,0
659,10.112,0.889,67.48,0.816,-0.174,0.755,2011,6.776,4,0,0,0,1,0,0,0,0,0,0
660,9.795,0.86,65.8,0.664,-0.228,0.948,2011,3.875,20,1,0,0,0,0,0,0,0,0,0
661,9.838,0.733,65.28,0.657,0.006,0.911,2011,5.188,81,0,0,0,0,1,0,0,0,0,0
662,7.586,0.882,51.22,0.733,0.032,0.83,2011,4.826,154,0,0,0,0,0,0,0,0,1,0
663,10.783,0.937,70.92,0.88,-0.014,0.711,2011,7.111,12,0,0,0,0,0,0,0,0,0,1
664,8.727,0.576,62.32,0.53,0.131,0.741,2011,4.038,144,0,0,0,0,1,0,0,0,0,0
665,7.643,0.796,48.76,0.823,-0.101,0.726,2011,4.667,91,0,0,0,0,0,0,0,0,1,0
666,10.733,0.967,72.3,0.945,0.369,0.382,2011,7.406,6,0,0,0,0,0,1,0,0,0,0
667,8.474,0.751,64.61581465517241,0.522,-0.127,0.75,2011,4.751,114,0,0,0,0,1,0,0,0,0,0
668,8.508,0.766,65.72,0.783,0.095,0.884,2011,4.961,59,0,0,0,1,0,0,0,0,0,0
669,10.814,0.921,71.98,0.941,0.161,0.269,2011,7.382,142,0,0,0,0,0,0,0,0,0,1
670,8.204,0.818,54.28,0.583,-0.024,0.663,2011,4.314,139,0,0,0,0,0,0,0,0,1,0
671,10.248,0.909,66.96,0.735,-0.168,0.687,2011,5.487,45,1,0,0,0,0,0,0,0,0,0
672,8.94,0.837,40.808,0.607,-0.067,0.917,2011,4.867,141,0,0,0,0,0,0,0,0,1,0
673,10.37,0.923,71.72,0.882,0.296,0.5650104895104895,2011,6.155,92,0,0,0,0,0,0,0,0,0,1
674,9.182,0.964,60.04,0.7078114285714286,0.018,0.7687470588235294,2011,5.792,153,0,1,0,0,0,0,0,0,0,0
675,8.493,0.924,63.4,0.934,0.042,0.522,2011,5.739,160,0,1,0,0,0,0,0,0,0,0
676,7.146,0.303,51.58,0.584,-0.07,0.832,2011,2.936,149,0,0,0,0,0,0,0,0,1,0
677,10.518,0.944,73.02,0.819,-0.122,0.846,2011,6.518,137,0,0,0,0,0,0,0,0,0,1
678,10.536,0.954,72.12,0.935,0.284,0.269,2011,7.191,105,0,0,0,0,0,1,0,0,0,0
679,10.754,0.938,70.64,0.936,0.101,0.32,2011,7.354,47,0,0,0,0,0,0,0,0,0,1
680,10.475,0.809,71.66,0.682,-0.048,0.827,2011,6.947,135,0,0,1,0,0,0,0,0,0,0
681,10.878,0.977,71.6,0.952,0.383,0.59,2011,7.007,67,0,0,0,0,0,0,0,0,0,1
682,9.179,0.787,67.76,0.824,-0.186,0.7178356164383561,2011,5.037,29,0,0,1,0,0,0,0,0,0,0
683,9.966,0.77,65.76,0.84,-0.016,0.842,2011,5.786,89,0,0,0,0,0,0,0,1,0,0
684,9.447,0.858,51.46,0.835,-0.154,0.819,2011,4.931,134,0,0,0,0,0,0,0,0,1,0
685,10.705,0.863,69.4121343283582,0.761,0.035,0.755,2011,6.309,145,0,0,1,0,0,0,0,0,0,0
686,6.895,0.613,51.42,0.733,0.099,0.853,2011,3.946,88,0,0,0,0,0,0,0,0,1,0
687,7.777,0.824,45.74,0.618,-0.087,0.768,2011,4.898,82,0,0,0,0,0,0,0,0,1,0
688,7.846,0.865,48.12,0.633,-0.088,0.83,2011,4.846,165,0,0,0,0,0,0,0,0,1,0
689,9.304,0.818,66.96,0.788,-0.155,0.702,2011,5.795,42,0,0,0,1,0,0,0,0,0,0
690,10.167,0.911,64.7,0.566,-0.148,0.964,2011,5.432,85,1,0,0,0,0,0,0,0,0,0
691,9.6,0.86,53.68,0.813,-0.25,0.816,2011,3.52,18,0,0,0,0,0,0,0,0,1,0
692,8.481,0.75,54.82,0.567,0.052,0.747,2011,4.785,93,0,0,0,0,0,0,0,0,1,0
693,9.996,0.692,64.64,0.446,-0.242,0.649,2011,5.272,152,0,0,0,0,1,0,0,0,0,0
694,7.423,0.567,36.86,0.413,0.243,0.682,2011,4.845,58,0,0,0,1,0,0,0,0,0,0
695,9.193,0.842,66.2,0.823,0.145,0.76,2011,4.181,138,0,0,0,0,0,0,1,0,0,0
696,9.192,0.715,65.28,0.603,-0.199,0.913,2011,4.876,151,0,0,0,0,1,0,0,0,0,0
697,9.182,0.705,65.36,0.465,-0.225,0.875,2011,4.26,5,0,1,0,0,0,0,0,0,0,0
698,7.904,0.477,51.98,0.773,-0.142,0.849,2011,3.87,14,0,0,0,0,0,0,0,0,1,0
699,9.24,0.753,60.16,0.59,-0.151,0.859,2011,4.174,43,0,0,0,0,1,0,0,0,0,0
700,10.671,0.913,72.84,0.568,-0.018,0.933,2011,6.057,69,0,0,0,0,0,0,0,0,0,1
701,7.649,0.883,53.04,0.736,-0.046,0.816,2011,4.074,147,0,0,0,0,0,0,0,0,1,0
702,11.595,0.934,71.88,0.962,0.106,0.388,2011,7.101,86,0,0,0,0,0,0,0,0,0,1
703,9.579,0.884,65.72,0.927,0.4,0.923,2011,6.664,148,0,0,0,0,0,0,0,1,0,0
704,9.442,0.904,65.92,0.811,-0.073,0.847,2011,6.464,30,0,0,0,1,0,0,0,0,0,0
705,7.336,0.818,56.22,0.546,-0.062,0.897,2011,4.381,87,0,0,0,0,0,0,0,0,1,0
706,8.707,0.789,60.8,0.883,0.073,0.783,2011,4.994,118,0,0,0,0,0,0,0,1,0,0
707,9.637,0.916,64.76,0.834,-0.072,0.662,2011,7.038,19,0,0,0,1,0,0,0,0,0,0
708,10.263,0.863,62.54,0.775,0.078,0.9,2011,6.519,150,0,0,0,1,0,0,0,0,0,0
709,7.772,0.751,62.56,0.776,-0.119,0.672,2011,4.263,146,0,1,0,0,0,0,0,0,0,0
710,8.484,0.8,65.72,0.779,-0.02,0.76,2011,5.386,106,0,0,0,1,0,0,0,0,0,0
711,8.933,0.731,64.4,0.747,-0.126,0.707,2011,4.741,44,0,0,0,1,0,0,0,0,0,0
712,8.865,0.781,61.68,0.862,-0.015,0.84,2012,6.019,16,0,0,0,1,0,0,0,0,0,0
713,10.553,0.93,72.24,0.902,0.287,0.289,2012,7.25,105,0,0,0,0,0,1,0,0,0,0
714,6.987,0.7,50.44,0.734,-0.064,0.777,2012,3.798,107,0,0,0,0,0,0,0,0,1,0
715,10.117,0.906,65.92,0.569,-0.136,0.93,2012,4.683,61,1,0,0,0,0,0,0,0,0,0
716,10.861,0.939,71.64,0.877,0.288,0.434,2012,7.471,104,0,0,0,0,0,0,0,0,0,1
